name,code,resource,herbs,part,slice,prepmethods,alias
蜜党参,6174110100203358,桔梗科,党参,根,厚片,蜜炙,蜜潞党、蜜台党
四叶参,6174110100403000,桔梗科,四叶参,根,厚片,nan,山海螺、羊乳、羊乳根、奶参
蓝花参,6174150100204009,桔梗科,蓝花参,全草,段,nan,兰花参
酒洗木香,6174410100303912,菊科,木香,根,片,酒洗,酒洗广木香、酒洗云木香
广东土牛膝,6174410100604002,菊科,广东土牛膝,根,段,nan,nan
大蓟根,6174410100703002,菊科,大蓟根,根,厚片,nan,nan
马兰根,6174410300207003,菊科,马兰根,根及根茎,碎品,nan,白马兰根、马兰头根
广升麻,6174410400100006,菊科,广升麻,块根,nan,nan,蓝肉升麻、汝城升麻
焦白术,6174410500203126,菊科,白 术,根茎,厚片,炒焦,nan
土炒白术,6174410500203263,菊科,白 术,根茎,厚片,土炒,nan
白术炭,6174410500203416,菊科,白 术,根茎,厚片,炒炭,nan
制白术,6174410500203607,菊科,白 术,根茎,厚片,蒸,nan
漂白术,6174410500203904,菊科,白 术,根茎,厚片,米泔水漂,nan
炒苍术,6174410500303116,菊科,苍术,根茎,厚片,炒黄,炒茅苍术
漂苍术,617441050030390,菊科,苍术,根茎,厚片,米泔水漂,漂茅苍术
炒艾叶,6174420700100118,菊科,艾叶,叶,去梗,炒黄,nan
醋艾叶,6174420700100323,菊科,艾叶,叶,去梗,醋炙,nan
艾叶炭,6174420700100415,菊科,艾叶,叶,去梗,炒炭,nan
甜叶菊,6174420700300006,菊科,甜叶菊,叶,nan,nan,nan
艾纳香,6174421200204009,菊科,艾纳香,叶及嫩枝,段,nan,nan
菊花炭,6174430100200417,菊科,菊花,头状花序,nan,炒炭,白菊花炭、毫菊炭、杭菊炭、甘菊炭、滁菊炭、贡菊炭
山黄菊,6174430100400008,菊科,山黄菊,头状花序,nan,nan,广东旋覆花
雪莲花,6174430200200003,菊科,雪莲花,全草,nan,nan,nan
白 眉,617445010050400,菊科,白 眉,全草,段,nan,白眉草、毛丁白头翁、一枝香
鼠曲草,6174450100604008,菊科,鼠曲草,全草,段,nan,佛耳草
金盏银盘,6174450100704005,菊科,金盏银盘,全草,段,nan,三叶鬼针草
螭螃草,6174450100804002,菊科,螭螃草,全草,段,nan,nan
一点红,6174450100904009,菊科,一点红,全草,段,nan,羊蹄草
地胆草,6174450101104002,菊科,地胆草,全草,段,nan,nan
马兰草,6174450101204009,菊科,马兰草,全草,段,nan,鸡儿肠、马兰、鱼鳅串
夜香牛,6174450101304006,菊科,夜香牛,全草,段,nan,nan
蛤爪草,6174450101404003,菊科,蛤爪草,全草,段,nan,鹿角草
鲜牛劳草,6174450101908006,菊科,鲜牛劳草,全草,鲜药,nan,nan
鬼针草,6174450501604003,菊科,鬼针草,地上部分,段,nan,婆婆针、狼把草
刘寄奴,6174450501704000,菊科,刘寄奴,地上部分,段,nan,鸭脚艾
五月艾,6174450501804007,菊科,五月艾,地上部分,段,nan,nan
苍耳草,6174450501904004,菊科,苍耳草,地上部分,段,nan,虱母头、白花虱母头
六棱菊,6174450502004000,菊科,六棱菊,地上部分或全草,段,nan,nan
炒蒲黄,6190130500100116,香蒲科,蒲黄,花粉,nan,炒黄,nan
露兜筋,6190210300104009,露兜树科,露兜筋,根及根茎,段或块,nan,露兜根
酒三棱,6190310600102313,黑三棱科,三棱,块茎,薄片,酒炙,酒黑三棱、酒京三棱、酒荆三棱
麸炒泽泻,6190810600103216,泽泻科,泽泻,块茎,厚片,麸炒,nan
糯稻根,6191210100103003,禾本科,糯稻根,根及茎基,厚片,nan,nan
炒白茅根,6191210500104112,禾本科,白茅根,根茎,段,清炒,炒茅根
竹心,6191220700200002,禾本科,竹心,卷而未放的幼叶,nan,nan,竹叶卷心、竹卷心
苦竹叶,6191220700300009,禾本科,苦竹叶,嫩叶,nan,nan,nan
麸炒竹茹,6191220900104216,禾本科,竹茹,茎秆的干燥中间层,段或小团,麸炒,nan
苇茎,6191220900204008,禾本科,苇茎,茎,段,nan,苇根
玉米须,6191230100100000,禾本科,玉米须,花柱和柱头,nan,nan,nan
茅针花,6191230700100004,禾本科,茅针花,花穗,nan,nan,茅根花
浮小麦,6191240200100008,禾本科,浮小麦,轻浮瘪瘦果实,nan,nan,nan
炒浮小麦,6191240200100114,禾本科,浮小麦,轻浮瘪瘦果实,nan,炒黄,nan
小麦,6191240200200005,禾本科,小麦,成熟果实,nan,nan,淮小麦
玉米心,6191240200303003,禾本科,玉米心,果序轴,厚片,nan,玉米芯
大麦,6191240200400009,禾本科,大麦,果实,nan,nan,nan
炒薏苡仁,6191240500100111,禾本科,薏苡仁,种仁,nan,炒黄,炒薏苡、炒苡仁、炒苡米
土炒薏苡仁,6191240500100265,禾本科,薏苡仁,种仁,nan,土炒,土炒薏苡、土炒苡仁、土炒苡米
陈仓米,6191240500200002,禾本科,陈仓米,种仁,nan,nan,nan
糯米,6191240500500003,禾本科,糯米,种仁,nan,nan,nan
炒糯米,6191240500500119,禾本科,糯米,种仁,nan,炒黄,nan
粳米,6191240600100004,禾本科,粳米,种子,nan,nan,nan
牛筋草,6191250100107007,禾本科,牛筋草,全草,碎屑,nan,nan
香茅草,6191250500104002,禾本科,香茅草,地上部分,段,nan,nan
麦芽炭,6191290800200417,禾本科,麦芽,加工品,nan,炒炭,nan
麦芽曲,6191290800200875,禾本科,麦芽,加工品,nan,发酵,nan
麸炒麦芽,6191290800200943,禾本科,麦芽,加工品,nan,发芽、麸炒,nan
甘蔗滓,6191290800400008,禾本科,甘蔗滓,茎秆经榨出蔗汁后的干燥渣滓,nan,nan,nan
鲜竹沥,6191290900208009,禾本科,鲜竹沥,鲜杆中的液体,鲜药,nan,nan
酒香附,6191310500103310,莎草科,香附,根茎,厚片或碾碎,酒炙,nan
香附炭,6191310500103419,莎草科,香附,根茎,厚片或碾碎,炒炭,nan
四制香附,6191310500103990,莎草科,香附,根茎,厚片或碾碎,姜汁、盐水、酒、醋制,nan
蒲葵子,6191440200102006,棕榈科,蒲葵子,成熟果实,nan,nan,葵树子
麸炒石莒蒲,6191610500203219,天南星科,石莒蒲,根茎,厚片,麸炒,nan
姜石菖蒲,6191610500203349,天南星科,石菖蒲,根茎,厚片,姜炙,nan
仙半夏,6191610600200927,天南星科,半夏,块茎,nan,仙制,nan
竹沥半夏,6191610600200934,天南星科,半夏,块茎,nan,竹沥制,nan
水半夏,6191610600402000,天南星科,水半夏,块茎,薄片,nan,nan
姜水半夏,6191610600402727,天南星科,水半夏,块茎,薄片,姜矾制,制水半夏
蛇六谷,6191610600500003,天南星科,蛇六谷,块茎,nan,nan,nan
鸡爪芋,619161060060300,天南星科,鸡爪芋,块茎,厚片,nan,nan
石蒲藤,6191650100104004,天南星科,石蒲藤,全草,段,nan,nan
大浮萍,619165010020400,天南星科,大浮萍,不带花的全草,段,nan,广浮萍
痰火草,6192450100100001,鸭跖草科,痰火草,全草,nan,nan,nan
朱砂拌灯心,6192720300104889,灯心草科,灯心草,茎髓,段,朱砂拌,朱砂拌灯心草
青黛拌灯心,6192720300104896,灯心草科,灯心草,茎髓,段,青黛拌,青黛拌灯心草
炒百部,6192810400103117,百部科,百部,块根,厚片,清炒,nan
蒸百部,6192810400103605,百部科,百部,块根,厚片,蒸,nan
藜芦,6192910100203008,百合科,藜芦,根,厚片,nan,nan
铁丝威灵仙,6192910300100008,百合科,铁丝威灵仙,根及根茎,nan,nan,nan
酒炙铁丝威灵仙,6192910300103313,百合科,铁丝威灵仙,根及根茎,厚片,酒炙,nan
萱草根,6192910300202009,百合科,萱草根,根及根茎,薄片,nan,nan
蒸天冬,6192910400202602,百合科,天冬,块根,薄片,蒸,蒸天门冬
蒸麦冬,6192910400300605,百合科,麦冬,块根,nan,蒸,蒸麦门冬、蒸寸冬
朱麦冬,6192910400300889,百合科,麦冬,块根,nan,朱砂拌,朱麦门冬、朱寸冬
黛麦冬,6192910400300896,百合科,麦冬,块根,nan,青黛拌,黛麦门冬、黛寸冬
酒玉竹,6192910500203318,百合科,玉竹,根茎,厚片或段,酒炙,酒葳蕤
炙玉竹,6192910500203356,百合科,玉竹,根茎,厚片或段,蜜炙,炙葳蕤、蜜葳蕤
酒知母,6192910500303315,百合科,知母,根茎,厚片,酒炙,nan
蚊黄精,6192910500603811,百合科,黄精,根茎,厚片,坟,nan
蒸川贝母,6192910700200605,百合科,川贝母,鳞茎,nan,蒸,蒸川贝
葱白,6192910701000006,百合科,葱白,鳞茎,nan,nan,nan
光慈菇,6192910701100003,百合科,光慈菇,鳞茎,nan,nan,nan
细香葱,6192910701200000,百合科,细香葱,鳞茎,nan,nan,nan
肺筋草,619295010020400,百合科,肺筋草,全草,段,nan,小肺筋草
酒仙茅,6193010500104314,石蒜科,仙茅,根茎,段,酒炙,酒仙茅根
炒山药,6193210500103113,薯蓣科,山药,根茎,厚片,清炒,炒怀山药、炒淮山药、炒毛山药、炒光山药
土炒山药,6193210500103267,薯蓣科,山药,根茎,厚片,土炒,土炒怀山药、土炒淮山药、土炒毛山药、土炒光山药
乳山药,6193210500103694,薯蓣科,山药,根茎,厚片,乳蒸,乳怀山药、乳淮山药、乳毛山药、乳光山药
广山药,6193210500603002,薯蓣科,广山药,根茎,厚片,nan,nan
黄药子,6193210600103006,薯蓣科,黄药子,块茎,厚片,nan,nan
红孩儿,6193210600203003,薯蓣科,红孩儿,块茎,厚片,nan,nan
马蔺子,6193340600100009,鸢尾科,马蔺子,成熟种子,nan,nan,nan
炒郁金,6193510400102118,姜科,郁金,块根,薄片,炒黄,炒温郁金、炒广郁金、炒川郁金
酒郁金,6193510400102316,姜科,郁金,块根,薄片,酒炙,酒温郁金、酒广郁金、酒川郁金
醋郁金,6193510400102323,姜科,郁金,块根,薄片,醋炙,醋温郁金、醋广郁金、醋川郁金
炒干姜,6193510500203111,姜科,干姜,根茎,厚片或块,炒黄,nan
煨姜,619351050040380,姜科,生姜,根茎,厚片或块,煨,nan
麸炒莪术,6193510500703215,姜科,莪术,根茎,厚片,麸炒,麸炒蓬术、麸炒文术、麸炒蓬莪术
土田七,6193510600100006,姜科,土田七,块茎,nan,nan,三七姜、姜叶三七、姜三七
炒砂仁,6193540200300117,姜科,砂仁,果实,nan,炒黄,炒阳春砂
盐砂仁,6193540200300339,姜科,砂仁,果实,nan,盐炙,盐阳春砂
姜砂仁,6193540200300346,姜科,砂仁,果实,nan,姜炙,姜制砂仁、姜阳春砂
炒益智仁,6193540200500111,姜科,益智,成熟果实,去外壳,炒,炒益智
姜天麻,6193910600102343,兰科,天麻,块茎,薄片,姜制,姜明天麻
青天葵,6193950100100005,兰科,青天葵,全草,nan,nan,nan
石仙桃,6193950100204000,兰科,石仙桃,全草,段,nan,nan
有瓜石斛,6193950100304007,兰科,有瓜石斛,带假鳞茎的全草,段,nan,nan
见血清,6193950100404004,兰科,见血清,全草,段,nan,见血莲
铁树叶,6194020700106000,龙舌兰科,铁树叶,叶,丝,nan,nan
龙血竭,6194090200105001,龙舌兰科,龙血竭,树脂,块,nan,nan
炒建曲,6199990800200111,多来源,建曲,加工品,nan,炒黄,炒建神曲
建曲,6199990800200876,多来源,建曲,加工品,nan,发酵,建神曲
炒六神曲,6199990800300118,多来源,六神曲,加工品,nan,清炒,nan
焦六神曲,6199990800300125,多来源,六神曲,加工品,nan,炒焦,nan
麸炒六神曲,6199990800300217,多来源,六神曲,加工品,nan,麸炒,麸炒神曲
六神曲,6199990800300873,多来源,六神曲,加工品,nan,发酵,nan
炒半夏曲,6199990800500112,多来源,半夏曲,加工品,nan,nan,nan
半夏曲,6199990800500877,多来源,半夏曲,加工品,nan,发酵,nan
冰糖,6199990800800007,多来源,冰糖,加工品,nan,nan,nan
百草霜,6199990900100007,多来源,百草霜,灶额及烟炉中墨烟,nan,nan,nan
紫梢花,6200110100100002,淡水海绵科,紫梢花,群体,nan,nan,nan
珊瑚,6202130100100008,矶花科,珊瑚,石灰质骨骼,nan,nan,nan
鹅管石,6202230100100005,树珊瑚科,鹅管石,石灰质骨骼,nan,nan,nan
煅鹅管石,6202230100100517,树珊瑚科,鹅管石,石灰质骨骼,nan,煅,nan
酒地龙,6203110200104310,钜蚓科,地龙,去内脏动物体,段,酒制,酒广地龙
甘草泡地龙,6203110200104716,钜蚓科,地龙,去内脏动物体,段,甘草泡,甘草泡广地龙
赤地龙,6203210100200003,正蚓科,赤地龙,虫体,nan,nan,赤龙
牡蛎肉,6205110200100006,牡蛎科,牡蛎肉,软体部分,nan,nan,nan
醋牡蛎,6205120300107324,牡蛎科,牡蛎,贝壳,碎块,醋炙,nan
盐牡蛎,6205120300107331,牡蛎科,牡蛎,贝壳,碎块,盐炙,nan
盐煅石决明,6206120300207535,鲍科,石决明,贝壳,粉或碎块,盐煅,nan
紫贝齿,6206220300100000,宝贝科,紫贝齿,贝壳,nan,nan,nan
煅紫贝齿,6206220300100512,宝贝科,紫贝齿,贝壳,nan,明煅,nan
炒海螵蛸,6207130100105114,乌贼科,海螵蛸,内壳,小块,炒黄,煅乌贼骨
螃蟹壳,6209120300100000,方蟹科,螃蟹壳,甲壳,nan,nan,nan
对虾壳,6209220300100007,虾科,对虾壳,头部及甲壳,nan,nan,nan
虾壳,6209320300100004,长臂虾科,虾壳,头部及甲壳,nan,nan,nan
盐柔螵蛸,6210440100100335,螳螂科,桑螵蛸,卵鞘,nan,盐炙,nan
青娘虫,6210510100200004,芫青科,青娘虫,全体,nan,nan,生青娘虫、生青娘子
米炒青娘虫,6210510100200257,芫青科,青娘子,全体,nan,米炒,米炒青娘子
制蜂房,6210640900105114,胡蜂科,蜂房,蜂巢,块,炒黄,制露蜂房、炒露蜂房
竹蜂,6210710100100001,蜜蜂科,竹蜂,全虫,nan,nan,竹筒蜂、咸竹蜂
红娘虫,6210810100100008,蝉科,红娘虫,全体,nan,nan,生红娘虫
米炒红娘虫,6210810100100251,蝉科,红娘虫,全体,nan,米炒,nan
姜僵蚕,6210910100100340,蚕蛾科,僵蚕,全体,nan,姜制,nan
原蚕蛾,6210910100200002,蚕蛾科,原蚕蛾,雄性成虫,nan,nan,雄蚕蛾、蚕蛾公、蚕蛾
蚕蛹,6210920300100002,蚕蛾科,蚕蛹,蛹,nan,nan,nan
蚕沙,6210940100100002,蚕蛾科,蚕沙,粪便,nan,nan,蚕砂
蚕茧,6210940900100004,蚕蛾科,蚕茧,茧,nan,nan,蚕茧壳
蚕茧炭,6210940900100417,蚕蛾科,蚕茧,茧,nan,炒炭,蚕茧壳炭
紫草茸,6211040100100008,胶蚧科,紫草茸,在树枝上所分泌的胶质,nan,nan,nan
蝼蛄,6211110100100008,蝼蛄科,蝼蛄,全体,nan,nan,nan
焙蝼蛄,6211110100100800,蝼蛄科,蝼蛄,全体,nan,焙,nan
没食子,6211210100100005,没食子蜂科,没食子,幼虫,nan,nan,nan
虻虫,6211310100100002,虻科,虻虫,全体,nan,nan,nan
米炒虻虫,6211310100100255,虻科,虻虫,全体,nan,米炒,nan
炒虻虫,6211310100200115,虻科,虻虫,雌虫体,nan,炒黄,nan
蛴蜡,6211410100100009,金龟子科,蛴蜡,幼虫,nan,nan,nan
炒蛴蜡,6211410100100115,金龟子科,蛴蜡,幼虫,nan,炒黄,nan
蜣螂,6211410100200006,金龟子科,蜣螂,全体,nan,nan,nan
蟋蟀,6211510100100006,蟋蟀科,蟋蟀,全体,nan,nan,nan
黑蚂蚁,6211610100100003,蚁科,黑蚂蚁,全体,nan,nan,鼎突多刺蚁
红蚂蚁,6211610100200000,蚁科,红蚂蚁,全体,nan,nan,nan
沙牛,6211710100100000,蚁蛉科,沙牛,幼虫,nan,nan,金沙牛
鼠妇虫,6211810100100007,潮虫科,鼠妇虫,全体,nan,nan,nan
五谷虫,6211910100100004,丽蝇科,五谷虫,幼虫体,nan,nan,nan
炒五谷虫,6211910100100110,丽蝇科,五谷虫,幼虫体,nan,炒黄,炒罗仙子
金边土鳖,6212010100100000,姬蠊科,金边土鳖,虫体,nan,nan,nan
海参,6217110100100002,刺参科,海参,全体,nan,nan,nan
海星,6217210100100009,海盘车科,海星,全体,nan,nan,nan
浮海石,6218130100105004,胞孔科,浮海石,胞孔科动物脊突苔虫的骨骼,块,nan,nan
煅浮石,6218130100100511,胞孔科,浮石,胞孔科动物脊突苔虫的骨骼,nan,明煅,nan
童便,6220140100200000,人科,童便,健康男童的尿液,nan,nan,nan
人中白,6220140900205007,人科,人中白,人尿自然沉结的固体物,块,nan,nan
煅人中白,6220140900205519,人科,人中白,人尿自然沉结的固体物,块,明煅,nan
羊肉,6220210200105007,牛科,羊肉,肉,块,nan,nan
牛角尖粉,622022020010000,牛科,牛角尖粉,角尖细粉,nan,nan,nan
羚羊骨,6220220200402006,牛科,羚羊骨,角骨,薄片,nan,羚羊角骨
牛骨,622023010010000,牛科,牛骨,骨骼,nan,nan,nan
鲜羊肝,6220230200308000,牛科,鲜羊肝,肝,鲜药,nan,nan
山羊血,6220240100200007,牛科,山羊血,血,nan,nan,nan
羊草结,6220240100300004,牛科,羊草结,胃内的草结块,nan,nan,羊脑子
牛草结,622024010040000,牛科,牛草结,胃内草、毛、碱土等杂物形成的结块,nan,nan,nan
牛骨胶,6220240200100009,牛科,牛骨胶,骨骼经提取所得的干燥胶粉,nan,nan,nan
马宝,6220340100100007,马科,马宝,胃肠中的结石,nan,nan,马宝石
蒲黄炒阿胶,6220340200100273,马科,阿胶,加工品,nan,蒲黄炒,蒲黄炒驴皮胶
猪脊髓,6220530100100002,猪科,猪脊髓,脊骨髓,nan,nan,nan
猪腰子,6220530200200008,猪科,猪腰子,肾脏,nan,nan,猪肾
猪脑粉,6220530200300005,猪科,猪脑粉,脑髓加工制成的干燥粉末,nan,nan,nan
猪血粉,6220540100107000,猪科,猪血粉,血的干燥品,粉末,nan,nan
猪胆汁,6220540100200008,猪科,猪胆汁,胆汁,nan,nan,nan
鹿筋,622061020010300,鹿科,鹿筋,四肢的筋腱,厚片,nan,鹿脚筋
鹿尾,6220610200200007,鹿科,鹿尾,尾巴,nan,nan,鹿尾巴
鹿鞭,6220630200103009,鹿科,鹿鞭,雄性的外生殖器,厚片,nan,鹿肾
鹿血晶,6220640100200005,鹿科,鹿血晶,血块,nan,nan,nan
鹿胶珠,6220640200100236,鹿科,鹿角胶,加工品,nan,蛤粉炒,nan
夜明砂,6220740100100005,蝙蝠科,夜明砂,粪便,nan,nan,nan
獭肝,6220830200100002,鼬科,獭肝,肝脏,nan,nan,nan
狗骨,6220930100100000,犬科,狗骨,骨骼,nan,nan,nan
炙狗骨,6220930100100314,犬科,狗骨,骨骼,nan,酒炙,nan
狗鞭,6220930200100009,犬科,狗鞭,阴茎和睾丸,nan,nan,黄狗鞭
五灵脂,6221040100100005,語鼠科,五灵脂,粪便,nan,nan,nan
炒五灵脂,622104010010011,語鼠科,五灵脂,粪便,nan,炒黄,nan
酒五灵脂,6221040100100319,語鼠科,五灵脂,粪便,nan,酒炙,nan
醋五灵脂,6221040100100326,晤鼠科,五灵脂,粪便,nan,醋炙,nan
海狗肾,6221130200100002,海狮科,海狗肾,雄性外生殖器,nan,nan,海狗鞭
制海狗肾,6221130200100248,海狮科,海狗肾,阴茎和睾丸,nan,滑石粉烫,制海狗鞭
象皮,622122010010000,象科,象皮,皮,nan,nan,nan
制象皮,6221220100100247,象科,象皮,皮,nan,滑石粉炒,nan
象牙,622124090010000,象科,象牙,牙齿,nan,nan,nan
刺猬皮,6221320100106000,刺猬科,刺猬皮,皮,丝,nan,nan
猴骨,6221430100100004,猴科,猴骨,骨骼,nan,nan,nan
猴枣,6221440100100003,猴科,猴枣,内脏的结石,nan,nan,nan
龙涎香,6221540100107009,抹香鲸科,龙涎香,肠内分泌物的干燥品,碎块,nan,nan
望月砂,6221740100100004,兔科,望月砂,粪便,nan,nan,野兔子屎
林蛙,6223110100100003,蛙科,林蛙,全体,nan,nan,雪蛤
干蟾,6223210100100000,蟾蜍科,nan,干蟾,全体,nan,nan
蟾皮,6223220100105226,蟾蜍科,nan,蟾皮,皮,块,砂炒
乌骨鸡,6224110100100002,雉科,nan,乌骨鸡,全体,nan,nan
鸡,6224110200100001,雉科,nan,鸡,除去羽毛及内脏的全体,nan,nan
鸡睾丸,6224130200100009,雉科,nan,鸡睾丸,睾丸,nan,nan
鸡子白,6224140100100009,雉科,nan,鸡子白,蛋内干燥蛋白,nan,nan
凤凰衣,6224140100200006,雉科,nan,凤凰衣,卵膜,nan,nan
鹅胆粉,6224240100100006,鸭科,nan,鹅胆粉,胆汁干燥品,nan,nan
红毛鸡,6224310100100006,杜鹃科,nan,红毛鸡,全体,nan,nan
燕窝,6224440900100002,雨燕科,nan,燕窝,唾液及少量羽绒混合黏结所筑成的巢,nan,nan
蛇脂,6225140100100008,游蛇科,nan,蛇脂,油脂,nan,nan
龟,6225210200100007,龟科,nan,龟,除去内脏的全体,nan,nan
龟胶珠,6225240200100233,龟科,nan,龟甲胶,加工品,nan,蛤粉炒
蛇胆汁,6225340100100002,眼镜蛇科、蛭科或游蛇科,nan,蛇胆汁,胆汁,nan,nan
守宫,6225410100100002,壁虎科,nan,守宫,干燥全体,nan,nan
鳖甲胶,6225620300100966,鳖科,nan,鳖甲胶,背甲,沸水煮，去皮肉,制胶
玳瑁,6225720300100000,海龟科,nan,玳瑁,背甲,nan,nan
海蛇,6225810200100009,海蛇,去内脏全体,nan,nan,nan
马鬃蛇,6225910200104004,鬣蜥科,马鬃蛇,去内脏全体,段,nan,nan
脆蛇,6226010100100003,蛇蜥科,脆蛇,全体,nan,nan,nan
制海马,6227110200100244,海龙科,海马,去内脏动物体,nan,滑石粉炒,nan
鱼脑石,6227230100100004,石首鱼科,鱼脑石,头盖骨的耳石,nan,nan,鱼脑骨
鱼鳔,6227230200100003,石首鱼科或鲟科,鱼鳔,鱼鳔,nan,nan,鱼胶、鱼鳔胶
制鱼鳔,6227230200100232,石 首 鱼 科 或鲟科,制鱼鳔,鱼鳔,nan,蛤粉或滑石粉炒,制鱼胶、制鱼鳔胶
海麻雀,6227410100100000,海蛾鱼科,海麻雀,全体,nan,nan,海雀、海蛾、海蛾鱼
鲨鱼肉,6227510200100006,皱唇鲨科,鲨鱼肉,带皮肌肉,nan,nan,nan
鲨鱼软骨,6227530100100005,皱唇鲨科,鲨鱼软骨,内骨骼,nan,nan,nan
铁落,630011010010000,铁屑,铁落,矿物,nan,nan,生铁落、铁屑
诃子制铁屑,6300110100100995,铁屑,铁屑,矿物,nan,诃子制,nan
针砂,6308110100107002,钢的铁屑,针砂,矿物,碎屑,nan,nan
密陀僧,6310110100100008,铅 石 冶 炼 时的粗提物,密佗僧,矿物,nan,nan,nan
铅丹,6310110100200005,铅石,铅丹,加工制品,nan,nan,nan
水银,6310210100200002,辰砂族,水银,矿物,nan,nan,nan
无名异,6314210100100001,软锰矿,无名异,矿物,nan,nan,土子
玛瑙,6314310100100008,石英族,玛瑙,矿物,nan,nan,nan
白石英,6314310100207004,石英族,白石英,矿物,碎块,nan,nan
醋白石英,6314310100207325,石英族,白石英,矿物,碎块,醋制,nan
砒石,6314510100100002,砷华的矿石,砒石,矿物,nan,nan,红砒、白砒
砒霜,6314510100200009,砒 石 经 升 华所 得 到 的 精制品,砒霜,矿物,nan,nan,nan
红升丹,6314610100200006,为 水 银 、 火硝、白矾、朱砂、雄黄、皂矾 制 炼 而 成的 红 色 氧 化汞,红升丹,矿物,nan,nan,nan
醋禹余粮,6317110100107321,褐铁矿,褐铁矿,矿物,nan,醋炙,醋禹粮石
蛇含石,6317110100200008,褐铁矿,蛇含石,矿物,nan,nan,nan
煅蛇含石,6317110100200510,褐铁矿,蛇含石,矿物,nan,煅,nan
阳起石,6320110100100005,角闪石族,阳起石,矿物,nan,nan,nan
醋阳起石,6320110100100326,角闪石族,阳起石,矿物,nan,醋制,nan
煅阳起石,6320110100100517,角闪石族,阳起石,矿物,nan,明煅,nan
阴起石,6320110100200002,角闪石族,阴起石,矿物,nan,nan,nan
酒阴起石,6320110100200316,角闪石族,阴起石,矿物,nan,酒炙,nan
云母石,6322210100100000,云母族,云母石,矿物,nan,nan,nan
白石脂,6322310100200004,多水高岭石族,白石脂,矿物,nan,nan,nan
醋白石脂,6322310100200325,多 水 高 岭 石族,白石脂,矿物,nan,醋制,nan
煅白石脂,6322310100200516,多 水 高 岭 石族,白石脂,矿物,nan,明煅,nan
金精石,6322410100100004,蛭石族,金精石,矿物,nan,nan,nan
煅金精石,6322410100100516,蛭石族,金精石,矿物,nan,煅,nan
硼砂,6324110100100001,硼砂族,硼砂,矿物,nan,nan,nan
蜜炙石膏,6326110100107350,硬石膏族,石膏,矿物,粉,蜜炙,nan
玄精石,6326110100200006,石膏矿石,玄精石,矿物,nan,nan,nan
胆矾,6326510100100007,胆矾族,胆矾,矿物,nan,nan,nan
制炉甘石,6326610100107997,方解石族,炉甘石,矿物,粉,黄连汤制或三黄汤制,nan
南寒水石,6326610100305003,方解石族,南寒水石,矿物,块,nan,寒水石
铜绿,6326710100100001,铜绿,铜绿,矿物,nan,nan,nan
硝石,6328110100100007,硝石矿,硝石,矿物,nan,nan,nan
秋石,6332110100200007,食 盐 的 加 工品,秋石,矿物,nan,nan,秋石丹
白降丹,6332210100200004,氯化汞和氯化亚汞的混合结晶,白降丹,矿物,nan,nan,nan
础砂,6333310100100003,硒砂,础砂,矿物,nan,nan,nan
醋础砂,6333310100100324,硒砂,础砂,矿物,nan,醋制,nan
麦饭石,6336110100100006,喷出岩,麦饭石,矿物,nan,nan,nan
浮石,6336110100200003,喷出岩,浮石,矿物,nan,nan,nan
龙骨,6338110100105009,古代哺乳动物如三趾马、犀类、牛类、鹿类、象类等的 骨 骼 化 石或 象 类 门 齿的化石,龙骨,矿物,块,nan,nan
煅龙骨,633811010010551,古代哺乳动物如三趾马、犀类、牛类、鹿类、象类等的骨骼化石或象类门齿的化石,龙骨,矿物,块,明煅,nan
龙齿,6338110100205006,古代哺乳动物如三趾马、犀类、牛类、鹿类、象类的牙齿化石,龙齿,矿物,块,nan,nan
煅龙齿,6338110100205518,古代哺乳动物如三趾马、犀类、牛类、鹿类、象类的牙齿化石,龙齿,矿物,块,明煅,nan
石燕,6338110100305003,古生代腕足类石燕子科动物中华弓石燕及近缘动物的化石,石燕,矿物,块,nan,nan
醋石燕,6338110100305324,古生代腕足类石燕子科动物中华弓石燕及近缘动物的化石,石燕,矿物,块,醋炙,nan
煅石燕,6338110100305515,古生代腕足类石燕子科动物中华弓石燕及近缘动物的化石,石燕,矿物,块,明煅,nan
琥珀,6338110100400005,古代松科松属植物的树脂埋藏地下经年久转化而成,琥珀,矿物,nan,nan,nan
石蟹,6338110100505007,古生代节肢动物石蟹及其近缘动物的化石,石蟹,矿物,块,nan,nan
醋石蟹,6338110100505328,弓蟹科石蟹及其近缘动物的化石,石蟹,矿物,块,醋炙,nan
伏龙肝,639991010010000,多来源,伏龙肝,矿物,nan,nan,灶心黄土、灶心土
隐孔菌粉,6400210100107006,多孔菌科,隐孔菌粉,经培养获得的菌丝体,粉末,nan,nan
乳茯苓,6400210100403696,多孔菌科,茯苓,菌核,块或厚片,乳蒸,乳云苓
朱茯苓,6400210100403887,多孔菌科,茯苓,菌核,块或厚片,朱砂拌,朱云苓
茯神,6400210100505000,多孔菌科,茯神,菌核中间抱有松枝或松根的白色部分,块,nan,nan
蒸茯神,6400210100505604,多孔菌科,茯神,菌核中间抱有松枝或松根的白色部分,块,蒸,nan
朱茯神,6400210100505888,多孔菌科,茯神,菌核中间抱有松枝或松根的白色部分,块,朱砂拌,nan
茯神木,6400290100100009,多孔菌科,茯神木,菌核中间的松根,nan,nan,黄松节
灵芝孢子粉,6400290100200006,多孔菌科,灵芝孢子粉,孢子,nan,nan,nan
